U:0,U:1,U:2,p,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
0.373434,-3.10202e-14,0,1073.25,1,51.6,-48.4,0,0.5,258
0.373453,-2.92364e-14,0,1073.15,1,51.8,-48.2,0,0.5,259
0.373471,-2.74526e-14,0,1073.06,1,52,-48,0,0.5,260
0.37349,-2.56689e-14,0,1072.96,1,52.2,-47.8,0,0.5,261
0.373509,-2.38851e-14,0,1072.87,1,52.4,-47.6,0,0.5,262
0.373527,-2.21014e-14,0,1072.77,1,52.6,-47.4,0,0.5,263
0.373546,-2.03176e-14,0,1072.68,1,52.8,-47.2,0,0.5,264
0.373564,-1.85339e-14,0,1072.58,1,53,-47,0,0.5,265
0.373583,-1.67501e-14,0,1072.49,1,53.2,-46.8,0,0.5,266
0.373602,-1.49664e-14,0,1072.39,1,53.4,-46.6,0,0.5,267
0.37362,-1.31826e-14,0,1072.3,1,53.6,-46.4,0,0.5,268
0.373639,-1.13989e-14,0,1072.2,1,53.8,-46.2,0,0.5,269
0.373657,-9.61511e-15,0,1072.11,1,54,-46,0,0.5,270
0.373676,-7.83135e-15,0,1072.01,1,54.2,-45.8,0,0.5,271
0.373695,-6.04759e-15,0,1071.92,1,54.4,-45.6,0,0.5,272
0.373713,-4.26386e-15,0,1071.83,1,54.6,-45.4,0,0.5,273
0.373732,-2.4801e-15,0,1071.73,1,54.8,-45.2,0,0.5,274
0.37375,-6.96337e-16,0,1071.64,1,55,-45,0,0.5,275
0.373746,1.71187e-15,0,1071.54,1,55.2,-44.8,0,0.5,276
0.373727,4.51993e-15,0,1071.46,1,55.4,-44.6,0,0.5,277
0.373708,7.32794e-15,0,1071.37,1,55.6,-44.4,0,0.5,278
0.373689,1.0136e-14,0,1071.28,1,55.8,-44.2,0,0.5,279
0.37367,1.29441e-14,0,1071.19,1,56,-44,0,0.5,280
0.373651,1.57521e-14,0,1071.1,1,56.2,-43.8,0,0.5,281
0.373631,1.85602e-14,0,1071.01,1,56.4,-43.6,0,0.5,282
0.373612,2.13682e-14,0,1070.92,1,56.6,-43.4,0,0.5,283
0.373593,2.41763e-14,0,1070.83,1,56.8,-43.2,0,0.5,284
0.373574,2.69843e-14,0,1070.74,1,57,-43,0,0.5,285
0.373555,2.97924e-14,0,1070.65,1,57.2,-42.8,0,0.5,286
0.373536,3.26005e-14,0,1070.56,1,57.4,-42.6,0,0.5,287
0.373517,3.54085e-14,0,1070.48,1,57.6,-42.4,0,0.5,288
0.373498,3.82166e-14,0,1070.39,1,57.8,-42.2,0,0.5,289
0.373479,4.10246e-14,0,1070.3,1,58,-42,0,0.5,290
0.37346,4.38327e-14,0,1070.21,1,58.2,-41.8,0,0.5,291
0.37344,4.66407e-14,0,1070.12,1,58.4,-41.6,0,0.5,292
0.373421,4.94488e-14,0,1070.03,1,58.6,-41.4,0,0.5,293
